NamaStasiun ,WMOID,Tanggal,SuhuMinimum(°C),SuhuMaksimum(°C),SuhuRata-rata(°C),KelembabanRata-rata(%),CurahHujan(mm),LamaPenyinaran(jam),Kecepata AnginRata-rata(knot),ArahAnginTerbanyak(deg),KecepatanAnginTerbesar(knot),ArahAnginSaatKecepatanMaksimum(deg)
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-01,24,2,28,4,26,3,89,1,3,0,6,8,NW,8,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-02,24,1,30,4,26,6,88,0,1,8,8,N ,8,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-03,23,3,30,6,26,5,88,1,2,1,7,NW,7,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-04,23,31,4,26,9,85,1,8,0,8,NW,8,270
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-05,23,31,26,2,84,3,1,1,2,8,NW,8,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-06,22,31,3,26,1,86,16,5,2,11,NW,11,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-07,23,1,30,9,26,86,0,3,7,8,NW,8,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-08,24,4,31,2,26,6,84,0,4,12,NW,12,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-09,23,3,31,4,27,1,78,9,7,1,5,9,NW,9,270
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-10,23,4,32,6,26,2,86,7,5,4,3,9,N ,9,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-11,23,7,26,4,25,1,96,6,5,0,6,NW,6,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-12,23,6,29,1,25,6,90,3,4,0,6,15,NW,15,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-13,23,4,29,1,25,3,92,10,1,0,5,NW,5,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-14,23,8,29,9,25,9,83,2,1,5,9,W ,9,270
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-15,22,8,28,24,9,92,1,0,9,W ,9,270
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-16,23,5,28,9,24,9,91,2,4,1,5,11,N ,11,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-17,23,4,27,8,25,92,3,3,0,3,9,N ,9,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-18,23,3,29,6,25,8,84,0,6,2,10,NW,10,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-19,23,4,30,5,25,7,84,1,2,4,4,10,NW,10,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-20,22,6,29,2,25,4,85,0,5,2,6,7,NW,7,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-21,22,7,29,8,25,4,81,4,3,11,NW,11,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-22,23,29,6,25,3,83,0,3,7,10,N ,10,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-23,23,2,30,2,25,3,79,4,7,0,6,9,NW,9,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-24,23,3,29,3,25,5,84,0,2,1,9,N ,9,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-25,23,29,4,25,7,86,1,2,4,9,N ,9,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-26,22,9,30,2,25,8,86,1,2,5,7,N ,7,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-27,23,6,27,8,24,8,90,0,0,3,7,N ,7,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-28,22,6,30,4,25,8,86,0,4,8,N ,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-29,22,3,29,6,25,6,82,0,1,10,N ,10,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-30,22,2,30,6,26,2,79,0,6,6,9,N ,9,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-01-31,23,2,30,2,25,7,80,0,1,5,8,N ,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-01,23,7,30,9,25,8,80,0,4,5,8,N ,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-02,22,6,30,5,26,1,80,0,7,2,3,10,N ,10,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-03,23,1,29,7,25,4,86,0,2,1,8,NE,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-04,23,8,30,26,4,82,0,1,8,N ,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-05,23,8,29,7,26,1,86,0,1,3,8,N ,8,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-06,23,9,30,8,26,2,85,0,1,4,7,N ,7,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-07,24,5,30,6,26,4,86,5,2,1,6,N ,6,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-08,22,5,32,5,27,1,86,5,2,4,10,NW,10,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-09,22,8,31,8,25,6,86,0,4,5,15,N ,15,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-10,23,9,31,7,26,7,85,0,1,5,7,NW,7,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-11,24,1,32,4,27,87,0,4,8,10,N ,10,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-12,23,9,31,7,26,7,84,0,5,5,7,N ,7,360
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-13,23,6,33,2,27,6,83,0,7,7,8,N ,8,315
Stasiun Meteorologi Sultan Mahmud Badaruddin II,96221,2014-02-14,23,8,33,27,3,83,0,7,1,7,W ,7,315
